,Unnamed: 0,orig,dest,airline,dep_date,ret_date,search_date,price
17117,17117,MUC,CPH,LH,2021-03-13,2021-03-20,2020-04-23,361.018
17187,17187,SIN,CHC,SQ,2020-12-22,2021-01-15,2020-05-08,414.966
17227,17227,MUC,DBV,LH,2021-03-13,2021-03-20,2020-04-23,499.45599999999996
17274,17274,FRA,MEX,LH,2021-03-07,2021-03-20,2020-04-15,294.6785
17342,17342,IST,BKK,TK,2021-01-01,2021-01-15,2020-04-28,772.9964999999999
17425,17425,FRA,YYC,AC,2021-01-06,2021-01-20,2020-05-26,349.33400000000006
17480,17480,FRA,YYC,AC,2021-01-07,2021-01-20,2020-05-26,354.33400000000006
17528,17528,FRA,YVR,LH,2021-01-10,2021-01-21,2020-05-19,832.939
17563,17563,STR,CPH,SK,2021-01-13,2021-01-21,2020-04-29,473.33900000000006
17632,17632,SIN,KUL,SQ,2021-01-04,2021-01-15,2020-05-13,671.8870000000002
17661,17661,SIN,SYD,SQ,2020-12-29,2021-01-15,2020-04-17,294.737
17734,17734,SIN,MNL,SQ,2020-12-22,2021-01-15,2020-05-05,241.595
17767,17767,SIN,MEL,SQ,2020-12-28,2021-01-15,2020-04-13,164.0784999999999
17852,17852,SIN,KUL,SQ,2021-01-01,2021-01-15,2020-05-13,650.0370000000003
17875,17875,MUC,BKK,TG,2021-02-15,2021-02-27,2020-04-11,1490.5350000000005
17957,17957,SIN,CHC,SQ,2020-12-29,2021-01-15,2020-05-08,414.94500000000005
18012,18012,SIN,CGK,SQ,2020-12-30,2021-01-15,2020-05-08,414.94500000000005
18067,18067,SIN,CGK,SQ,2021-01-02,2021-01-15,2020-05-08,469.42400000000015
18112,18112,FRA,RIX,LH,2021-01-13,2021-01-21,2020-04-28,1135.3795000000002
18161,18161,FRA,PRG,LH,2021-01-11,2021-01-21,2020-04-22,782.5070000000003
18243,18243,FRA,YUL,LH,2021-01-09,2021-01-21,2020-05-19,830.5449999999997
18305,18305,FRA,LIS,LH,2021-03-15,2021-03-20,2020-05-26,168.64049999999997
18327,18327,MUC,LHR,BA,2021-01-03,2021-01-14,2020-04-23,651.9925000000002
18389,18389,FAR,BLQ,LH,2020-12-16,2020-12-26,2020-04-30,120.82300000000005
18425,18425,SIN,RGN,SQ,2021-02-26,2021-03-14,2020-04-11,178.16700000000077
18498,18498,ZRH,JNB,LX,2021-01-03,2021-01-20,2020-04-29,489.9485
18562,18562,SIN,CGK,SQ,2021-02-23,2021-03-14,2020-05-08,530.0980000000002
18607,18607,IST,ICN,TK,2020-12-04,2020-12-18,2020-04-28,591.6959999999998
18645,18645,SIN,KNO,MI,2021-02-23,2021-03-14,2020-04-11,595.6815000000001
18702,18702,FRA,YUL,LH,2020-12-09,2020-12-23,2020-04-13,746.9000000000003
18802,18802,SIN,BNE,QF,2021-02-18,2021-03-12,2020-05-28,556.5094999999999
18838,18838,FRA,LHR,BA,2020-12-30,2021-01-15,2020-05-09,459.88600000000014
18912,18912,SIN,KUL,SQ,2021-02-22,2021-03-14,2020-05-28,706.7625000000003
18939,18939,FRA,YYC,AC,2020-12-09,2020-12-23,2020-04-30,390.534
18998,18998,FRA,LHR,LH,2021-01-14,2021-01-22,2020-05-04,434.01800000000014
19053,19053,FRA,LED,LH,2021-01-16,2021-01-22,2020-05-04,434.01800000000014
19088,19088,SIN,MEL,QF,2021-02-22,2021-03-12,2020-04-14,274.86999999999995
19192,19192,FRA,WAW,LO,2020-12-07,2020-12-23,2020-06-02,748.7804999999997
19221,19221,SIN,CGK,SQ,2021-03-01,2021-03-14,2020-05-07,510.88650000000007
19273,19273,FRA,LED,LH,2021-01-17,2021-01-22,2020-05-04,434.01800000000014
19349,19349,SIN,ADL,SQ,2021-02-24,2021-03-14,2020-05-25,978.5345
19404,19404,SIN,AKL,SQ,2021-02-25,2021-03-14,2020-05-25,978.5345
19415,19415,SIN,RGN,SQ,2021-02-27,2021-03-14,2020-04-11,178.16700000000077
19497,19497,FRA,MIA,LH,2021-01-12,2021-01-22,2020-05-08,423.791
19543,19543,FRA,SIN,SQ,2021-02-15,2021-03-14,2020-04-29,160.3899999999999
19598,19598,FRA,SIN,SQ,2021-02-14,2021-03-13,2020-04-29,160.3899999999999
19651,19651,FRA,SIN,SQ,2021-02-24,2021-03-14,2020-04-27,158.8899999999999
19706,19706,FRA,SIN,SQ,2021-02-25,2021-03-14,2020-04-27,158.8899999999999
19793,19793,JNB,WDH,SA,2020-12-06,2020-12-20,2020-05-29,227.801
19818,19818,FRA,SIN,SQ,2021-03-04,2021-03-14,2020-04-29,162.3899999999999
19901,19901,SIN,BNE,QF,2021-02-16,2021-03-12,2020-05-27,557.3324999999999
19962,19962,FRA,BKK,TG,2020-12-15,2021-01-01,2020-06-02,629.246
19992,19992,STR,CPH,SK,2021-03-12,2021-03-20,2020-05-08,451.824
20044,20044,SIN,MNL,SQ,2021-03-01,2021-03-14,2020-05-05,234.219
20098,20098,ZRH,AGP,LX,2021-01-14,2021-01-22,2020-05-04,217.69499999999996
20154,20154,SIN,MNL,SQ,2021-02-27,2021-03-14,2020-05-05,234.219
20195,20195,WAW,LED,LO,2021-01-17,2021-01-22,2020-04-21,1222.9679999999996
20264,20264,SIN,MNL,SQ,2021-02-18,2021-03-14,2020-05-05,231.71900000000002
20333,20333,FRA,WAW,LO,2021-01-16,2021-01-21,2020-05-19,834.9414999999998
20367,20367,FRA,DEL,LH,2021-03-05,2021-03-20,2020-04-28,920.5505
20459,20459,TPE,CGK,CI,2021-01-08,2021-01-21,2020-06-04,293.23849999999993
20514,20514,DXB,HAN,EK,2020-12-18,2020-12-30,2020-06-04,243.8405
20563,20563,JNB,WDH,SA,2021-03-03,2021-03-17,2020-05-29,227.80099999999996
20582,20582,DXB,MAA,EK,2020-12-16,2020-12-30,2020-04-23,137.99449999999996
20658,20658,FRA,SIN,SQ,2020-12-28,2021-01-16,2020-05-14,158.8899999999999
20728,20728,JNB,WDH,SA,2020-12-05,2020-12-20,2020-05-29,227.801
20742,20742,DXB,DEL,EK,2020-12-17,2020-12-31,2020-04-18,181.845
20844,20844,DXB,HND,EK,2020-12-20,2020-12-31,2020-06-04,243.8405
20859,20859,MAD,SCL,IB,2021-03-05,2021-03-20,2020-04-25,318.83
20911,20911,FRA,PEK,LH,2021-01-02,2021-01-21,2020-04-22,782.5070000000003
21003,21003,JNB,WDH,SA,2021-03-02,2021-03-17,2020-05-29,227.80099999999996
21021,21021,FRA,PEK,LH,2020-12-30,2021-01-21,2020-04-22,782.4500000000003
21076,21076,FRA,PEK,LH,2021-01-08,2021-01-22,2020-04-22,782.5070000000003
21132,21132,DXB,MAA,EK,2020-12-16,2020-12-31,2020-04-23,137.99449999999996
21208,21208,FRA,SIN,SQ,2020-12-31,2021-01-16,2020-05-14,158.8899999999999
21263,21263,FRA,SIN,SQ,2021-01-01,2021-01-16,2020-05-14,158.8899999999999
21285,21285,MAD,SCL,IB,2020-12-03,2020-12-24,2020-04-11,344.032
21373,21373,FRA,SIN,SQ,2020-12-30,2021-01-16,2020-05-14,158.8899999999999
21428,21428,FRA,SIN,SQ,2020-12-29,2021-01-16,2020-05-14,158.8899999999999
21483,21483,FRA,SIN,SQ,2021-01-03,2021-01-16,2020-05-14,162.3899999999999
21538,21538,FRA,SIN,SQ,2020-12-23,2021-01-16,2020-05-14,155.0399999999999
21560,21560,MAD,SCL,IB,2020-12-09,2020-12-24,2020-04-11,373.5
21635,21635,MUC,MAD,LH,2021-01-10,2021-01-20,2020-05-01,629.8865
21680,21680,MAD,SCL,IB,2021-01-03,2021-01-21,2020-04-21,287.83
21760,21760,MUC,SVO,SU,2020-12-04,2020-12-20,2020-05-16,767.8864999999997
21808,21808,MUC,SIN,SQ,2020-12-28,2021-01-14,2020-05-09,909.043
21863,21863,SIN,CGK,SQ,2020-12-02,2020-12-18,2020-05-09,377.31600000000014
21922,21922,WAW,EVN,LO,2021-01-04,2021-01-20,2020-05-13,302.9394999999999
21945,21945,IST,BKK,TK,2021-03-01,2021-03-15,2020-04-11,218.6125
22034,22034,WAW,EVN,LO,2021-01-11,2021-01-20,2020-05-15,290.9585
22055,22055,IST,BKK,TK,2021-03-03,2021-03-15,2020-04-11,218.6125
22129,22129,FRA,GRU,LA,2020-12-05,2020-12-19,2020-04-30,194.52
22182,22182,FRA,MLA,LH,2021-03-15,2021-03-21,2020-04-28,309.9235
22235,22235,FRA,GDN,LH,2021-01-10,2021-01-20,2020-04-26,260.83
22292,22292,FRA,SCL,LA,2020-12-05,2020-12-20,2020-04-28,1121.4095000000002
22356,22356,FRA,OSL,LH,2021-03-15,2021-03-21,2020-05-07,225.08749999999995
22419,22419,MUC,PEK,CA,2021-01-10,2021-01-19,2020-05-15,782.9814999999999
22478,22478,FRA,YUL,LH,2021-01-06,2021-01-20,2020-05-19,830.5449999999997
22548,22548,AMS,SJO,KL,2021-03-02,2021-03-18,2020-06-03,474.73499999999984
22588,22588,FRA,YUL,LH,2021-01-08,2021-01-20,2020-05-19,830.5449999999997
22618,22618,CDG,SCL,AF,2021-03-06,2021-03-21,2020-04-24,457.86550000000085
22670,22670,MAD,SCL,IB,2021-01-02,2021-01-20,2020-04-21,287.83
22715,22715,FRA,LIS,TP,2021-03-13,2021-03-21,2020-04-11,308.2340000000001
22770,22770,MAD,RAK,IB,2021-01-08,2021-01-20,2020-04-11,290.5200000000001
22837,22837,MUC,WAW,LO,2021-01-04,2021-01-20,2020-04-23,232.9245
22889,22889,SIN,RGN,SQ,2020-12-02,2020-12-17,2020-04-20,176.96699999999947
22935,22935,MAD,UIO,IB,2021-01-05,2021-01-20,2020-04-11,307.06999999999994
22990,22990,MAD,UIO,IB,2021-01-04,2021-01-20,2020-04-11,307.06999999999994
23064,23064,FRA,LED,LH,2021-03-14,2021-03-21,2020-04-30,454.8195000000002
23146,23146,SIN,KUL,SQ,2020-12-02,2020-12-17,2020-05-27,649.6054999999998
23174,23174,MAD,UIO,IB,2021-01-03,2021-01-20,2020-04-30,285.143
23222,23222,MUC,WAW,LO,2021-01-11,2021-01-20,2020-04-23,230.79550000000003
23304,23304,PEK,KMG,CA,2021-01-08,2021-01-20,2020-05-20,515.7085
23344,23344,DUS,SVO,SU,2020-12-04,2020-12-20,2020-05-05,645.3004999999998
23394,23394,FRA,YYZ,AC,2021-03-11,2021-03-21,2020-04-30,149.66000000000003
23446,23446,CTU,KMG,CA,2021-01-02,2021-01-19,2020-04-27,247.825
23500,23500,FRA,SIN,SQ,2021-01-03,2021-01-14,2020-04-26,160.3899999999999
23566,23566,FRA,SIN,SQ,2020-12-27,2021-01-14,2020-05-07,158.1899999999999
23620,23620,FRA,SIN,SQ,2020-12-28,2021-01-14,2020-05-06,157.83999999999997
23674,23674,FRA,YYC,AC,2021-02-27,2021-03-20,2020-05-05,169.01000000000005
23730,23730,FRA,SIN,SQ,2020-12-29,2021-01-14,2020-05-06,157.83999999999997
23784,23784,FRA,YYC,AC,2021-02-26,2021-03-20,2020-05-05,169.01000000000005
23840,23840,FRA,SIN,SQ,2020-12-30,2021-01-14,2020-05-06,157.83999999999997
23894,23894,FRA,YYZ,AC,2021-02-25,2021-03-20,2020-05-05,172.81
23955,23955,FRA,SIN,SQ,2020-12-21,2021-01-14,2020-05-11,155.0399999999999
24010,24010,FRA,SIN,SQ,2020-12-26,2021-01-14,2020-05-11,155.0399999999999
24065,24065,FRA,SIN,SQ,2020-12-23,2021-01-14,2020-05-11,155.0399999999999
24128,24128,FRA,TLL,LH,2021-03-07,2021-03-21,2020-05-19,774.2999999999997
24178,24178,FRA,SIN,SQ,2020-12-31,2021-01-14,2020-05-14,158.8899999999999
24233,24233,FRA,SIN,SQ,2021-01-01,2021-01-14,2020-05-14,158.8899999999999
24267,24267,MUC,CPT,LH,2021-01-08,2021-01-20,2020-04-23,340.1915
24329,24329,FRA,YUL,AC,2021-03-11,2021-03-20,2020-04-30,159.76000000000005
24387,24387,MAD,EZE,IB,2021-01-02,2021-01-20,2020-05-03,252.85
24439,24439,FRA,YYC,AC,2021-03-06,2021-03-20,2020-04-30,159.06
24526,24526,MAD,CMN,IB,2021-01-08,2021-01-20,2020-06-01,190.83
24549,24549,FRA,YYC,AC,2021-03-05,2021-03-20,2020-04-30,159.06
24611,24611,FRA,LHR,BA,2020-12-02,2020-12-17,2020-05-07,456.9105
24678,24678,FRA,WAW,LO,2021-01-11,2021-01-20,2020-05-19,832.939
24715,24715,FRA,YYC,AC,2021-03-04,2021-03-20,2020-05-01,179.46
24788,24788,FRA,WAW,LO,2021-01-04,2021-01-20,2020-05-19,778.7649999999996
24824,24824,FRA,YYZ,AC,2021-03-10,2021-03-20,2020-04-30,159.76000000000005
24871,24871,FRA,WDH,SW,2020-12-05,2020-12-19,2020-04-22,3875.358000000001
24926,24926,FRA,WDH,SW,2020-12-02,2020-12-19,2020-04-22,3875.358000000001
24970,24970,FRA,YYZ,AC,2021-03-08,2021-03-21,2020-04-11,145.46
25036,25036,FRA,WDH,SW,2020-12-04,2020-12-19,2020-04-22,3875.358000000001
25099,25099,FRA,YYC,AC,2021-03-07,2021-03-20,2020-04-30,159.06
25146,25146,FRA,WDH,SW,2020-12-06,2020-12-19,2020-04-22,3875.358000000001
25201,25201,FRA,WDH,SW,2020-12-09,2020-12-19,2020-04-22,3875.358000000001
25264,25264,FRA,YUL,AC,2021-03-08,2021-03-20,2020-04-30,159.06
25338,25338,FRA,YUL,LH,2021-03-09,2021-03-21,2020-05-19,774.2999999999997
25392,25392,AMS,LIM,KL,2020-12-02,2020-12-21,2020-05-18,422.694
25421,25421,MUC,LIS,TP,2021-01-12,2021-01-20,2020-04-22,289.53400000000005
25503,25503,FRA,TLL,LH,2021-03-13,2021-03-21,2020-05-19,774.2999999999997
25531,25531,FRA,WDH,SW,2020-12-03,2020-12-19,2020-04-22,3875.358000000001
25593,25593,FRA,LHR,BA,2021-02-17,2021-03-13,2020-04-29,582.8145000000002
25651,25651,GRU,LIM,LA,2020-12-06,2020-12-20,2020-05-02,243.053
25689,25689,FRA,MEX,LH,2021-01-02,2021-01-21,2020-04-15,293.9000000000001
25765,25765,FRA,MAD,IB,2020-12-08,2020-12-23,2020-05-06,739.1995000000003
25816,25816,FRA,KEF,FI,2020-12-09,2020-12-20,2020-05-02,652.3785
25885,25885,FRA,EDI,LH,2021-01-10,2021-01-21,2020-05-16,354.4159999999998
25930,25930,ZRH,DME,LX,2021-03-13,2021-03-20,2020-05-06,286.3659999999999
25977,25977,FRA,DEL,LH,2021-01-04,2021-01-21,2020-04-28,899.1760000000003
26032,26032,FRA,DEL,LH,2021-01-06,2021-01-21,2020-04-28,938.4760000000003
26087,26087,FRA,DEL,LH,2021-01-08,2021-01-21,2020-04-28,938.4760000000003
26129,26129,WAW,GDN,LO,2021-03-06,2021-03-20,2020-04-15,184.8540000000004
26206,26206,FRA,LHR,BA,2020-12-04,2020-12-17,2020-05-07,456.9105
26255,26255,JNB,CPT,SA,2020-12-31,2021-01-18,2020-05-01,209.324
26315,26315,FRA,MAD,IB,2020-12-09,2020-12-24,2020-05-06,739.1995000000003
26370,26370,FRA,LHR,BA,2020-12-21,2021-01-14,2020-05-06,492.17500000000007
26454,26454,MUC,WAW,LO,2021-03-13,2021-03-20,2020-06-04,278.012
26472,26472,FRA,HND,NH,2020-12-07,2020-12-18,2020-04-28,710.515
26520,26520,MAD,SCL,IB,2020-12-31,2021-01-21,2020-04-21,287.83
26586,26586,JNB,CPT,SA,2021-01-03,2021-01-18,2020-05-02,212.63700000000003
26620,26620,MAD,MEX,IB,2021-01-08,2021-01-21,2020-04-11,292.9475000000001
26699,26699,FRA,LHR,BA,2021-01-04,2021-01-14,2020-05-05,457.206
26742,26742,MUC,WAW,LO,2021-03-06,2021-03-20,2020-04-23,283.12450000000007
26808,26808,FRA,LHR,BA,2020-12-27,2021-01-14,2020-05-04,495.05800000000005
26850,26850,MAD,SCL,IB,2021-01-06,2021-01-21,2020-04-21,296.83
26920,26920,SIN,KNO,MI,2020-12-26,2021-01-14,2020-05-06,617.845
26967,26967,FRA,CSX,CZ,2021-03-13,2021-03-19,2020-04-28,406.85999999999984
27022,27022,FRA,DEL,LH,2021-03-11,2021-03-20,2020-04-28,929.264
27060,27060,FRA,KRK,LH,2021-01-07,2021-01-20,2020-04-11,486.495
27126,27126,FRA,BOG,LH,2020-12-30,2021-01-14,2020-04-22,1516.0829999999994
27197,27197,FRA,KEF,FI,2021-01-06,2021-01-17,2020-05-08,657.3580000000002
27225,27225,SIN,RGN,SQ,2021-01-02,2021-01-14,2020-04-11,178.16699999999938
27280,27280,SIN,RGN,SQ,2021-01-01,2021-01-14,2020-04-11,178.16699999999938
27335,27335,STR,SKG,A3,2020-12-05,2020-12-13,2020-04-11,283.25000000000006
27390,27390,SIN,RGN,SQ,2020-12-30,2021-01-14,2020-04-11,178.16699999999938
27445,27445,STR,SKG,A3,2021-01-16,2021-01-24,2020-04-11,167.50999999999996
27500,27500,SIN,SGN,SQ,2021-01-01,2021-01-14,2020-04-11,178.16699999999938
27561,27561,SIN,SYD,SQ,2021-01-01,2021-01-14,2020-04-17,294.737
27643,27643,STR,SKG,A3,2021-01-09,2021-01-17,2020-05-14,200.926
27671,27671,SIN,SYD,QF,2020-12-28,2021-01-12,2020-04-17,302.41599999999994
27724,27724,STR,SKG,A3,2020-12-12,2020-12-20,2020-04-15,324.5655000000001
27819,27819,SIN,ADL,SQ,2020-12-27,2021-01-14,2020-05-25,981.1845
27862,27862,SIN,KUL,SQ,2020-12-30,2021-01-14,2020-05-13,650.6390000000002
27895,27895,VIE,LCA,OS,2021-03-13,2021-03-21,2020-04-21,1236.2299999999998
27972,27972,SIN,KUL,SQ,2020-12-29,2021-01-14,2020-05-13,650.6390000000002
28045,28045,SIN,MDL,MI,2020-12-24,2021-01-14,2020-05-31,348.18649999999985
28060,28060,VIE,SKG,OS,2021-03-13,2021-03-21,2020-04-21,429.80000000000007
28132,28132,SIN,CHC,SQ,2020-12-22,2021-01-14,2020-05-08,414.966
28172,28172,FRA,JNB,SA,2020-12-26,2021-01-17,2020-04-23,583.7349999999999
28247,28247,FRA,AUH,EY,2020-12-04,2020-12-20,2020-05-13,541.5905
28287,28287,FRA,DEL,LH,2021-03-08,2021-03-20,2020-04-28,920.5505
28373,28373,JNB,CPT,SA,2020-12-27,2021-01-18,2020-05-29,213.78599999999997
28408,28408,AMS,LIM,KL,2020-12-05,2020-12-21,2020-05-09,372.75500000000005
28466,28466,LHR,EDI,BA,2021-01-03,2021-01-14,2020-05-12,617.5845000000003
28521,28521,IST,BKK,TK,2021-02-27,2021-03-14,2020-05-12,558.3480000000001
28576,28576,LHR,EWR,BA,2021-01-01,2021-01-14,2020-05-12,617.5845000000003
28648,28648,JNB,WDH,SA,2021-01-01,2021-01-18,2020-05-29,230.301
28709,28709,CTU,KMG,CA,2020-12-09,2020-12-24,2020-06-04,243.04849999999985
28758,28758,JNB,WDH,SA,2021-01-05,2021-01-18,2020-05-29,230.301
28796,28796,LHR,EDI,BA,2021-01-04,2021-01-14,2020-05-12,617.5845000000003
28874,28874,CTU,KMG,CA,2020-12-07,2020-12-24,2020-06-04,243.04849999999985
28923,28923,JNB,WDH,SA,2021-01-04,2021-01-18,2020-05-29,230.301
28978,28978,JNB,WDH,SA,2021-01-08,2021-01-18,2020-05-29,230.301
28989,28989,FRA,CUN,LH,2021-02-11,2021-02-22,2020-04-15,202.94000000000003
29094,29094,CTU,KMG,CA,2020-12-05,2020-12-24,2020-06-04,243.04849999999985
29101,29101,FRA,CUN,LH,2021-03-09,2021-03-20,2020-04-17,186.6605
29167,29167,DUS,LHR,BA,2020-12-06,2020-12-17,2020-04-28,174.35299999999992
29222,29222,FRA,SCL,LA,2020-12-04,2020-12-21,2020-04-28,1121.3665000000003
29277,29277,DUS,SIN,SQ,2021-01-03,2021-01-16,2020-04-28,628.0424999999998
29315,29315,MAD,MEX,IB,2021-01-05,2021-01-18,2020-04-11,293.59750000000014
29393,29393,FRA,LED,LH,2021-01-10,2021-01-16,2020-05-04,438.7145
29449,29449,FRA,MEX,LH,2021-01-03,2021-01-16,2020-05-05,277.93999999999994
29512,29512,MAD,EZE,IB,2021-03-07,2021-03-23,2020-05-13,250.65
29538,29538,FRA,CUN,LH,2020-12-10,2020-12-21,2020-04-14,202.94000000000003
29607,29607,FRA,SCL,LA,2021-01-28,2021-02-18,2020-04-28,1108.2370000000003
29662,29662,FRA,DEL,LH,2021-01-04,2021-01-16,2020-04-28,873.6685000000001
29702,29702,FRA,SPU,LH,2020-12-18,2020-12-26,2020-04-13,716.6310000000003
29772,29772,FRA,DEL,LH,2021-01-07,2021-01-16,2020-04-28,911.9345
29827,29827,FRA,DEL,LH,2021-01-06,2021-01-16,2020-04-28,911.9345
29882,29882,FRA,JFK,LH,2021-03-17,2021-03-23,2020-04-28,1056.9780000000003
29932,29932,FRA,JNB,SA,2021-03-08,2021-03-20,2020-04-23,531.1019999999999
29977,29977,FRA,VCE,LH,2020-12-19,2020-12-26,2020-04-13,716.6310000000003
30042,30042,FRA,JNB,SA,2021-03-06,2021-03-20,2020-04-23,559.4509999999998
30097,30097,FRA,JNB,SA,2021-02-26,2021-03-20,2020-04-23,583.7359999999998
30142,30142,FRA,WAW,LO,2020-12-19,2020-12-26,2020-04-13,716.6310000000003
30239,30239,BKK,RGN,TG,2020-12-15,2020-12-26,2020-05-25,597.3045000000012
30301,30301,BKK,MDL,TG,2020-12-15,2020-12-26,2020-06-01,639.2415000000002
30324,30324,FRA,LED,LH,2020-12-20,2020-12-25,2020-04-30,396.86900000000014
30401,30401,BKK,MDL,PG,2021-01-01,2021-01-16,2020-05-22,642.0220000000004
30427,30427,FRA,JNB,SA,2021-03-07,2021-03-20,2020-04-23,514.9064999999998
30484,30484,BKK,MDL,PG,2021-01-05,2021-01-16,2020-04-25,741.7090000000004
30536,30536,FRA,JNB,SA,2021-02-28,2021-03-20,2020-04-22,559.437
30580,30580,FRA,LIS,TP,2020-12-18,2020-12-26,2020-04-11,321.4070000000001
30647,30647,FRA,JNB,SA,2020-12-23,2021-01-13,2020-04-23,555.3915
30730,30730,SIN,DRW,MI,2021-02-26,2021-03-17,2020-05-21,282.826
30764,30764,FRA,LAS,LH,2020-12-06,2020-12-21,2020-04-30,469.06900000000013
30844,30844,SIN,KUL,SQ,2021-02-24,2021-03-17,2020-05-25,778.9500000000003
30879,30879,SIN,MNL,SQ,2021-03-04,2021-03-17,2020-05-05,234.455
30910,30910,SIN,RGN,SQ,2021-03-02,2021-03-17,2020-04-11,178.16700000000077
30977,30977,MUC,WAW,LO,2021-01-02,2021-01-16,2020-04-23,230.52450000000005
31020,31020,SIN,RGN,SQ,2021-03-01,2021-03-17,2020-04-11,178.16700000000077
31099,31099,FRA,ATH,LH,2020-12-18,2020-12-26,2020-05-05,169.53549999999996
31151,31151,AMS,EDI,KL,2021-01-05,2021-01-13,2020-05-02,443.22900000000016
31239,31239,FRA,BIO,LH,2020-12-17,2020-12-25,2020-06-04,503.782
31267,31267,LHR,SIN,QF,2021-02-28,2021-03-15,2020-05-08,214.245
31307,31307,MUC,WAW,LO,2021-01-09,2021-01-16,2020-04-23,230.79550000000003
31367,31367,LHR,PER,QF,2021-02-16,2021-03-15,2020-04-28,438.5205
31425,31425,FRA,KRK,LH,2020-12-17,2020-12-25,2020-05-01,465.9230000000002
31487,31487,LHR,SIN,QF,2021-02-14,2021-03-15,2020-05-08,214.6885
31534,31534,FRA,LED,LH,2020-12-19,2020-12-25,2020-04-30,396.86900000000014
31596,31596,SIN,CGK,SQ,2021-03-02,2021-03-17,2020-05-07,505.7835000000002
31636,31636,FRA,JNB,SA,2021-03-04,2021-03-20,2020-04-22,583.746
31692,31692,FRA,JNB,SA,2021-03-05,2021-03-20,2020-04-23,559.4509999999998
31752,31752,FRA,DEL,LH,2021-01-02,2021-01-16,2020-04-28,873.6685000000001
31818,31818,VIE,CAI,OS,2020-12-18,2020-12-26,2020-05-09,403.9404999999999
31856,31856,FRA,EDI,LH,2021-03-15,2021-03-24,2020-04-22,276.31000000000006
31912,31912,FRA,EDI,LH,2021-03-17,2021-03-24,2020-04-23,311.35299999999995
31958,31958,VIE,DME,OS,2020-12-19,2020-12-26,2020-04-14,391.6395
32026,32026,CTU,KMG,CA,2021-03-06,2021-03-21,2020-04-27,217.753
32084,32084,FRA,LHR,LH,2020-12-17,2020-12-25,2020-04-30,396.86900000000014
32153,32153,MUC,MOW,LH,2021-01-08,2021-01-16,2020-05-14,652.1109999999999
32192,32192,DUS,LHR,BA,2021-03-03,2021-03-16,2020-04-28,173.9989999999999
32230,32230,MUC,SPU,LH,2021-01-03,2021-01-16,2020-04-11,110.5504999999999
32285,32285,YYC,YVR,AC,2021-03-06,2021-03-22,2020-04-11,241.78950000000003
32366,32366,MUC,KRK,LH,2021-01-08,2021-01-16,2020-05-07,486.323
32423,32423,AMS,GLA,KL,2021-03-12,2021-03-21,2020-05-09,245.1935
32489,32489,MUC,LCA,LH,2021-01-08,2021-01-16,2020-05-20,654.8014999999998
32530,32530,MUC,MEX,LH,2020-12-31,2021-01-15,2020-05-06,558.1395
32603,32603,AMS,SJO,KL,2021-03-07,2021-03-21,2020-05-24,450.48999999999984
32627,32627,MUC,LHR,BA,2021-01-02,2021-01-09,2020-04-23,651.9925000000002
32695,32695,MUC,MAD,LH,2021-01-02,2021-01-16,2020-05-06,558.1395
32753,32753,AMS,EDI,KL,2021-03-12,2021-03-21,2020-05-09,245.1935
32783,32783,CMN,RAK,AT,2021-03-12,2021-03-23,2020-04-14,254.66299999999995
32873,32873,FRA,WAW,LH,2021-01-08,2021-01-16,2020-05-19,825.4449999999998
32928,32928,FRA,WAW,LO,2021-01-09,2021-01-16,2020-05-19,825.4449999999998
32956,32956,AUH,CMB,EY,2021-02-07,2021-02-18,2020-04-22,540.9
33038,33038,FRA,TIA,LH,2021-01-08,2021-01-16,2020-05-19,825.4449999999998
33090,33090,FRA,DUB,EI,2020-12-19,2020-12-27,2020-05-16,238.96000000000006
33110,33110,FRA,GLA,LH,2021-03-16,2021-03-23,2020-04-11,206.02000000000004
33215,33215,FRA,FAO,LH,2020-12-16,2020-12-31,2020-05-31,529.5275000000003
33232,33232,FRA,EDI,LH,2021-03-16,2021-03-23,2020-04-23,311.35299999999995
33300,33300,FRA,FAO,LH,2020-12-13,2020-12-28,2020-05-06,549.9009999999998
33355,33355,FRA,FAO,LH,2020-12-16,2020-12-28,2020-05-06,563.8465
33416,33416,FRA,GRU,LA,2020-12-06,2020-12-16,2020-05-12,184.02
33460,33460,FRA,YUL,AC,2021-03-02,2021-03-22,2020-05-01,165.86
33514,33514,FRA,YUL,AC,2021-03-10,2021-03-22,2020-04-30,149.66000000000003
33588,33588,FRA,FAO,LH,2020-12-20,2021-01-04,2020-05-19,531.8520000000002
33643,33643,FRA,YYZ,LH,2021-03-10,2021-03-23,2020-05-19,774.2999999999997
33705,33705,TPE,MNL,CI,2020-12-31,2021-01-17,2020-05-26,635.3239999999997
33715,33715,FRA,YYC,AC,2021-03-06,2021-03-22,2020-04-11,145.46
33781,33781,LIS,MUC,TP,2020-12-17,2020-12-25,2020-04-22,269.8279999999999
33844,33844,FRA,YYZ,AC,2021-03-13,2021-03-22,2020-04-30,149.66000000000003
33905,33905,MUC,LHR,LH,2021-01-10,2021-01-17,2020-05-06,625.016
33954,33954,FRA,YUL,AC,2021-03-13,2021-03-22,2020-04-30,149.66000000000003
33992,33992,FRA,WAW,LH,2020-12-18,2020-12-26,2020-04-13,716.6310000000003
34070,34070,MUC,LCA,LH,2021-01-02,2021-01-17,2020-05-06,612.619
34112,34112,MUC,LHR,BA,2021-01-02,2021-01-10,2020-04-23,651.9925000000002
